Start Location,Start Geofence,End Location,End Geofence,Distance,Registration
"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",Sanku : Mikocheni,"Kunduchi, Kinondoni, Dar es Salaam, Tanzania",NELI INVESTMENT,18.3,MC473DKX
"Kunduchi, Kinondoni, Dar es Salaam, Tanzania",NELI INVESTMENT,"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",,18.1,MC473DKX
"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",,"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",Sanku : Mikochen,0.1,MC473DKX
"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",Sanku : Mikocheni,"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",Sanku : Mikochen,0.1,MC473DKX
"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",,"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",Sanku : Mikochen,0.0,MC473DKX
"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",Sanku : Mikocheni,"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",,0.0,MC473DKX
"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",,"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",,0.0,MC473DKX
"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",Sanku : Mikocheni,"Azimio, Temeke, Dar es Salaam, Tanzania",Naima Mills,18.5,MC473DKX
"Azimio, Temeke, Dar es Salaam, Tanzania",Naima Mills,"Yombo Vituka, Temeke, Dar es Salaam, Tanzania",H.R.M MILLING,3.2,MC473DKX
"Yombo Vituka, Temeke, Dar es Salaam, Tanzania",H.R.M MILLING,"Kitunda, Ilala, Dar es Salaam, Tanzania",,8.7,MC473DKX
"Kitunda, Ilala, Dar es Salaam, Tanzania",,"Kunduchi, Kinondoni, Dar es Salaam, Tanzania",NELI INVESTMENT,56.6,MC473DKX
"Kunduchi, Kinondoni, Dar es Salaam, Tanzania",NELI INVESTMENT,"Kawe, Kinondoni, Dar es Salaam, Tanzania",,15.3,MC473DKX
"Kawe, Kinondoni, Dar es Salaam, Tanzania",,"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",Sanku : Mikochen,6.5,MC473DKX
"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",,"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",Sanku : Mikochen,0.0,MC473DKX
"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",Sanku : Mikocheni,"Chang Ombe Road, Chang'ombe, Temeke, Dar es Salaam, Tanzania",,12.1,MC473DKX
"Chang Ombe Road, Chang'ombe, Temeke, Dar es Salaam, Tanzania",,"Jangwani Street, Jangwani, Ilala, Dar es Salaam, Tanzania",,2.9,MC473DKX
"Jangwani Street, Jangwani, Ilala, Dar es Salaam, Tanzania",,"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",Sanku : Mikochen,9.3,MC473DKX
"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",,"Kongo Street, Gerezani, Ilala, Dar es Salaam, Tanzania",,10.0,MC473DKX
"Kongo Street, Gerezani, Ilala, Dar es Salaam, Tanzania",,"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",Sanku : Mikochen,10.2,MC473DKX
"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",,"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",Sanku : Mikochen,0.0,MC473DKX
"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",Sanku : Mikocheni,"Mbaruku Street, Gerezani, Ilala, Dar es Salaam, Tanzania",,11.4,MC473DKX
"Mbaruku Street, Gerezani, Ilala, Dar es Salaam, Tanzania",,"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",Sanku : Mikochen,11.4,MC473DKX
"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",,"Ubungo, Kinondoni, Dar es Salaam, Tanzania",,56.3,MC473DKX
"Ubungo, Kinondoni, Dar es Salaam, Tanzania",,"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",Sanku : Mikochen,3.1,MC473DKX
"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",Sanku : Mikocheni,"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",Sanku : Mikochen,0.0,MC473DKX
"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",Sanku : Mikocheni,"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",,1.3,MC473DKX
"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",,"Kigamboni, Temeke, Dar es Salaam, Tanzania",,22.7,MC473DKX
"Kigamboni, Temeke, Dar es Salaam, Tanzania",,"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",Sanku : Mikochen,22.0,MC473DKX
"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",Sanku : Mikocheni,"Manzese, Kinondoni, Dar es Salaam, Tanzania",Safari,4.7,MC473DKX
"Manzese, Kinondoni, Dar es Salaam, Tanzania",Safari,"Sandali, Temeke, Dar es Salaam, Tanzania",Yes Boss Millers,14.1,MC473DKX
"Sandali, Temeke, Dar es Salaam, Tanzania",Yes Boss Millers,"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",Sanku : Mikochen,15.4,MC473DKX
"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",Sanku : Mikocheni,"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",,0.0,MC473DKX
"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",,"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",,2.5,MC473DKX
"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",,"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",Sanku : Mikochen,0.0,MC473DKX
"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",Sanku : Mikocheni,"Tambani, Mkuranga, Pwani, Tanzania",Lugome 2,50.9,MC473DKX
"Tambani, Mkuranga, Pwani, Tanzania",Lugome 2,"Msongola, Ilala, Dar es Salaam, Tanzania",,6.7,MC473DKX
"Msongola, Ilala, Dar es Salaam, Tanzania",,"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",Sanku : Mikochen,47.6,MC473DKX
"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",Sanku : Mikocheni,"Kunduchi, Kinondoni, Dar es Salaam, Tanzania",Scolastica Grain,9.7,MC473DKX
"Kunduchi, Kinondoni, Dar es Salaam, Tanzania",Scolastica Grain Millers - AFRICA,"Goba, Kinondoni, Dar es Salaam, Tanzania",,12.2,MC473DKX
"Goba, Kinondoni, Dar es Salaam, Tanzania",,"Goba, Kinondoni, Dar es Salaam, Tanzania",,0.4,MC473DKX
"Goba, Kinondoni, Dar es Salaam, Tanzania",,"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",Sanku : Mikochen,11.9,MC473DKX
"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",Sanku : Mikocheni,"Manzese, Kinondoni, Dar es Salaam, Tanzania",Isanga,5.2,MC473DKX
"Manzese, Kinondoni, Dar es Salaam, Tanzania",Isanga,"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",,5.0,MC473DKX
"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",,"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",Sanku : Mikochen,1.2,MC473DKX
"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",Sanku : Mikocheni,"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",Sanku : Mikochen,0.0,MC473DKX
"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",Sanku : Mikocheni,"Sandali, Temeke, Dar es Salaam, Tanzania",Yes Boss Millers,20.2,MC473DKX
"Sandali, Temeke, Dar es Salaam, Tanzania",Yes Boss Millers,"Charambe, Temeke, Dar es Salaam, Tanzania",Kelu Grain Miller,8.7,MC473DKX
"Charambe, Temeke, Dar es Salaam, Tanzania",Kelu Grain Miller,"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",Sanku : Mikochen,21.6,MC473DKX
"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",Sanku : Mikocheni,"Tandale, Kinondoni, Dar es Salaam, Tanzania",Ngalawa,5.6,MC473DKX
"Tandale, Kinondoni, Dar es Salaam, Tanzania",Ngalawa,"Ubungo, Kinondoni, Dar es Salaam, Tanzania",,4.4,MC473DKX
"Ubungo, Kinondoni, Dar es Salaam, Tanzania",,"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",Sanku : Mikochen,3.2,MC473DKX
"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",Sanku : Mikocheni,"Chanika, Ilala, Dar es Salaam, Tanzania",Muya Grain Miller,43.1,MC473DKX
"Chanika, Ilala, Dar es Salaam, Tanzania",Muya Grain Millers,"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",,41.6,MC473DKX
"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",,"Manzese, Kinondoni, Dar es Salaam, Tanzania",LK,5.0,MC473DKX
"Manzese, Kinondoni, Dar es Salaam, Tanzania",LK,"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",Sanku : Mikochen,4.9,MC473DKX
"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",Sanku : Mikocheni,"Mkunguni Street, Kariakoo, Ilala, Dar es Salaam, Tanzania",,9.6,MC473DKX
"Mkunguni Street, Kariakoo, Ilala, Dar es Salaam, Tanzania",,"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",Sanku : Mikochen,9.3,MC473DKX
"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",Sanku : Mikocheni,"Chang'ombe, Temeke, Dar es Salaam, Tanzania",,15.2,MC473DKX
"Chang'ombe, Temeke, Dar es Salaam, Tanzania",,"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",,12.2,MC473DKX
"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",,"Kawe, Kinondoni, Dar es Salaam, Tanzania",,3.2,MC473DKX
"Kawe, Kinondoni, Dar es Salaam, Tanzania",,"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",Sanku : Mikochen,3.4,MC473DKX
"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",Sanku : Mikocheni,"Zinga, Bagamoyo, Pwani, Tanzania",Malisa Enterprise,28.8,MC473DKX
"Zinga, Bagamoyo, Pwani, Tanzania",Malisa Enterprises,"Old Bagamoyo Road, Kawe, Kinondoni, Dar es Salaam, Tanzania",,25.8,MC473DKX
"Old Bagamoyo Road, Kawe, Kinondoni, Dar es Salaam, Tanzania",,"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",Sanku : Mikochen,3.0,MC473DKX
"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",,"Tandale, Kinondoni, Dar es Salaam, Tanzania",Ngalawa,5.6,MC473DKX
"Tandale, Kinondoni, Dar es Salaam, Tanzania",Ngalawa,"Manzese, Kinondoni, Dar es Salaam, Tanzania",Isanga,0.7,MC473DKX
"Manzese, Kinondoni, Dar es Salaam, Tanzania",Isanga,"Segerea, Ilala, Dar es Salaam, Tanzania",Smile Group,10.4,MC473DKX
"Segerea, Ilala, Dar es Salaam, Tanzania",Smile Group,"Kitunda, Ilala, Dar es Salaam, Tanzania",,18.4,MC473DKX
"Kitunda, Ilala, Dar es Salaam, Tanzania",,"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",Sanku : Mikochen,29.2,MC473DKX
"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",Sanku : Mikocheni,"Morogoro Road, Makurumla, Kinondoni, Dar es Salaam, Tanzania",,5.9,MC473DKX
"Morogoro Road, Makurumla, Kinondoni, Dar es Salaam, Tanzania",,"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",,5.4,MC473DKX
"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",,"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",,0.3,MC473DKX
"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",Sanku : Mikocheni,"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",Sanku : Mikochen,0.1,MC473DKX
"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",Sanku : Mikocheni,"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",,1.2,MC473DKX
"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",,"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",,1.2,MC473DKX
"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",,"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",Sanku : Mikochen,0.3,MC473DKX
"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",Sanku : Mikocheni,"Kijito Nyama, Kinondoni, Dar es Salaam, Tanzania",,72.4,MC473DKX
"Kijito Nyama, Kinondoni, Dar es Salaam, Tanzania",,"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",Sanku : Mikochen,2.8,MC473DKX
"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",Sanku : Mikocheni,"Msasani, Kinondoni, Dar es Salaam, Tanzania",,4.7,MC473DKX
"Msasani, Kinondoni, Dar es Salaam, Tanzania",,"Charambe, Temeke, Dar es Salaam, Tanzania",Kelu Grain Miller,21.6,MC473DKX
"Charambe, Temeke, Dar es Salaam, Tanzania",Kelu Grain Miller,"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",Sanku : Mikochen,22.2,MC473DKX
"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",,"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",Sanku : Mikochen,0.1,MC473DKX
"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",,"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",Sanku : Mikochen,,MC473DKX
"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",Sanku : Mikocheni,"Kinyerezi, Ilala, Dar es Salaam, Tanzania",Teddy Milling,19.7,MC473DKX
"Kinyerezi, Ilala, Dar es Salaam, Tanzania",Teddy Milling,"Mbezi, Kinondoni, Dar es Salaam, Tanzania",Mzawa Gen. Sup,10.8,MC473DKX
"Mbezi, Kinondoni, Dar es Salaam, Tanzania",Mzawa Gen. Supply,"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",Sanku : Mikochen,19.7,MC473DKX
"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",Sanku : Mikocheni,"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",,0.0,MC473DKX
"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",,"Ufukoni Road, Kivukoni, Ilala, Dar es Salaam, Tanzania",,7.5,MC473DKX
"Ufukoni Road, Kivukoni, Ilala, Dar es Salaam, Tanzania",,"Nyerere Road, Kipawa, Ilala, Dar es Salaam, Tanzania",,10.4,MC473DKX
"Nyerere Road, Kipawa, Ilala, Dar es Salaam, Tanzania",,"Kitunda, Ilala, Dar es Salaam, Tanzania",Take Kingdom,9.5,MC473DKX
"Kitunda, Ilala, Dar es Salaam, Tanzania",Take Kingdom,"Kitunda, Ilala, Dar es Salaam, Tanzania",Take Kingdom,0.0,MC473DKX
"Kitunda, Ilala, Dar es Salaam, Tanzania",Take Kingdom,"Kitunda, Ilala, Dar es Salaam, Tanzania",Take Kingdom,0.0,MC473DKX
"Kitunda, Ilala, Dar es Salaam, Tanzania",Take Kingdom,"Bagamoyo Road, Kawe, Kinondoni, Dar es Salaam, Tanzania",,25.8,MC473DKX
"Bagamoyo Road, Kawe, Kinondoni, Dar es Salaam, Tanzania",,"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",Sanku : Mikochen,1.9,MC473DKX
"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",Sanku : Mikocheni,"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",Sanku : Mikochen,0.0,MC473DKX
"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",,"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",Sanku : Mikochen,,MC473DKX
"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",Sanku : Mikocheni,"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",Sanku : Mikochen,0.1,MC473DKX
"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",Sanku : Mikocheni,"Kinyerezi, Ilala, Dar es Salaam, Tanzania",,18.5,MC473DKX
"Kinyerezi, Ilala, Dar es Salaam, Tanzania",,"Kinyerezi, Ilala, Dar es Salaam, Tanzania",,1.4,MC473DKX
"Kinyerezi, Ilala, Dar es Salaam, Tanzania",,"Kinyerezi, Ilala, Dar es Salaam, Tanzania",Watson,1.4,MC473DKX
"Kinyerezi, Ilala, Dar es Salaam, Tanzania",Watson,"Kinyerezi, Ilala, Dar es Salaam, Tanzania",Watson,0.0,MC473DKX
"Kinyerezi, Ilala, Dar es Salaam, Tanzania",Watson,"Kinyerezi, Ilala, Dar es Salaam, Tanzania",Watson,0.0,MC473DKX
"Kinyerezi, Ilala, Dar es Salaam, Tanzania",Watson,"A7, Mbezi, Kinondoni, Dar es Salaam, Tanzania",,14.5,MC473DKX
"A7, Mbezi, Kinondoni, Dar es Salaam, Tanzania",,"A7, Mbezi, Kinondoni, Dar es Salaam, Tanzania",,0.2,MC473DKX
"A7, Mbezi, Kinondoni, Dar es Salaam, Tanzania",,"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",,17.8,MC473DKX
"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",,"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",,0.0,MC473DKX
"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",,"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",Sanku : Mikochen,0.1,MC473DKX
"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",Sanku : Mikocheni,"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",Sanku : Mikochen,0.0,MC473DKX
"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",Sanku : Mikocheni,"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",Sanku : Mikochen,0.0,MC473DKX
"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",Sanku : Mikocheni,"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",,0.1,MC473DKX
"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",,"Azimio, Temeke, Dar es Salaam, Tanzania",Naima Mills,18.3,MC473DKX
"Azimio, Temeke, Dar es Salaam, Tanzania",Naima Mills,"Charambe, Temeke, Dar es Salaam, Tanzania",Majid,6.8,MC473DKX
"Charambe, Temeke, Dar es Salaam, Tanzania",Majid,"Charambe, Temeke, Dar es Salaam, Tanzania",Kelu Grain Miller,0.6,MC473DKX
"Charambe, Temeke, Dar es Salaam, Tanzania",Kelu Grain Miller,"Ali Hassan Mwinyi Road, Upanga Mashariki, Ilala, Dar es Salaam, Tanzani",,15.2,MC473DKX
"Ali Hassan Mwinyi Road, Upanga Mashariki, Ilala, Dar es Salaam, Tanzani",,"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",Sanku : Mikochen,6.6,MC473DKX
"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",Sanku : Mikocheni,"Tabata, Ilala, Dar es Salaam, Tanzania",Tamiwai Investm,11.1,MC473DKX
"Tabata, Ilala, Dar es Salaam, Tanzania",Tamiwai Investment co.,"Tabata, Ilala, Dar es Salaam, Tanzania",,0.7,MC473DKX
"Tabata, Ilala, Dar es Salaam, Tanzania",,"Ubungo, Kinondoni, Dar es Salaam, Tanzania",,7.3,MC473DKX
"Ubungo, Kinondoni, Dar es Salaam, Tanzania",,"Goba, Kinondoni, Dar es Salaam, Tanzania",,11.5,MC473DKX
"Goba, Kinondoni, Dar es Salaam, Tanzania",,"Goba, Kinondoni, Dar es Salaam, Tanzania",,1.4,MC473DKX
"Goba, Kinondoni, Dar es Salaam, Tanzania",,"Kunduchi, Kinondoni, Dar es Salaam, Tanzania",NELI INVESTMENT,7.4,MC473DKX
"Kunduchi, Kinondoni, Dar es Salaam, Tanzania",,"Kunduchi, Kinondoni, Dar es Salaam, Tanzania",NELI INVESTMENT,,MC473DKX
"Kunduchi, Kinondoni, Dar es Salaam, Tanzania",NELI INVESTMENT,"Goba, Kinondoni, Dar es Salaam, Tanzania",,4.9,MC473DKX
"Goba, Kinondoni, Dar es Salaam, Tanzania",,"Kawe, Kinondoni, Dar es Salaam, Tanzania",,6.0,MC473DKX
"Kawe, Kinondoni, Dar es Salaam, Tanzania",,"Kawe, Kinondoni, Dar es Salaam, Tanzania",,0.0,MC473DKX
"Kawe, Kinondoni, Dar es Salaam, Tanzania",,"Kawe, Kinondoni, Dar es Salaam, Tanzania",,0.7,MC473DKX
"Kawe, Kinondoni, Dar es Salaam, Tanzania",,"Bagamoyo Road, Kijito Nyama, Kinondoni, Dar es Salaam, Tanzania",,9.0,MC473DKX
"Bagamoyo Road, Kijito Nyama, Kinondoni, Dar es Salaam, Tanzania",,"Ndugumbi, Kinondoni, Dar es Salaam, Tanzania",,2.8,MC473DKX
"Ndugumbi, Kinondoni, Dar es Salaam, Tanzania",,"Ndugumbi, Kinondoni, Dar es Salaam, Tanzania",,0.0,MC473DKX
"Ndugumbi, Kinondoni, Dar es Salaam, Tanzania",,"Sam Nujoma Road, Sinza, Kinondoni, Dar es Salaam, Tanzania",,3.9,MC473DKX
"Sam Nujoma Road, Sinza, Kinondoni, Dar es Salaam, Tanzania",,"Sam Nujoma Road, Sinza, Kinondoni, Dar es Salaam, Tanzania",,0.2,MC473DKX
"Sam Nujoma Road, Sinza, Kinondoni, Dar es Salaam, Tanzania",,"Sam Nujoma Road, Sinza, Kinondoni, Dar es Salaam, Tanzania",,0.0,MC473DKX
"Sam Nujoma Road, Sinza, Kinondoni, Dar es Salaam, Tanzania",,"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",Sanku : Mikochen,4.2,MC473DKX
"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",,"Kawe, Kinondoni, Dar es Salaam, Tanzania",,9.4,MC473DKX
"Kawe, Kinondoni, Dar es Salaam, Tanzania",,"Kawe, Kinondoni, Dar es Salaam, Tanzania",,0.0,MC473DKX
"Kawe, Kinondoni, Dar es Salaam, Tanzania",,"Kawe, Kinondoni, Dar es Salaam, Tanzania",,0.0,MC473DKX
"Kawe, Kinondoni, Dar es Salaam, Tanzania",,"Old Bagamoyo Road, Kawe, Kinondoni, Dar es Salaam, Tanzania",,5.8,MC473DKX
"Old Bagamoyo Road, Kawe, Kinondoni, Dar es Salaam, Tanzania",,"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",Sanku : Mikochen,3.6,MC473DKX
"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",,"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",,0.1,MC473DKX
"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",,"Ubungo, Kinondoni, Dar es Salaam, Tanzania",,3.2,MC473DKX
"Ubungo, Kinondoni, Dar es Salaam, Tanzania",,"Mbezi, Kinondoni, Dar es Salaam, Tanzania",Mama Mcharo,18.0,MC473DKX
"Mbezi, Kinondoni, Dar es Salaam, Tanzania",Mama Mcharo,"Kitunda, Ilala, Dar es Salaam, Tanzania",,26.7,MC473DKX
"Kitunda, Ilala, Dar es Salaam, Tanzania",,"Kitunda, Ilala, Dar es Salaam, Tanzania",,0.0,MC473DKX
"Kitunda, Ilala, Dar es Salaam, Tanzania",,"Kitunda, Ilala, Dar es Salaam, Tanzania",,0.0,MC473DKX
"Kitunda, Ilala, Dar es Salaam, Tanzania",,"Pugu Road, Kipawa, Ilala, Dar es Salaam, Tanzania",,8.6,MC473DKX
"Pugu Road, Kipawa, Ilala, Dar es Salaam, Tanzania",,"Nyerere Road, Vingunguti, Ilala, Dar es Salaam, Tanzania",,3.9,MC473DKX
"Nyerere Road, Vingunguti, Ilala, Dar es Salaam, Tanzania",,"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",Sanku : Mikochen,15.4,MC473DKX
"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",Sanku : Mikocheni,"Bunju, Kinondoni, Dar es Salaam, Tanzania",Ask milling,25.7,MC473DKX
"Bunju, Kinondoni, Dar es Salaam, Tanzania",Ask milling,"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",Sanku : Mikochen,25.7,MC473DKX
"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",Sanku : Mikocheni,"Tambani, Mkuranga, Pwani, Tanzania",Lugome 2,43.8,MC473DKX
"Tambani, Mkuranga, Pwani, Tanzania",Lugome 2,"Msongola, Ilala, Dar es Salaam, Tanzania",,4.5,MC473DKX
"Msongola, Ilala, Dar es Salaam, Tanzania",,"Chamazi, Temeke, Dar es Salaam, Tanzania",,6.1,MC473DKX
"Chamazi, Temeke, Dar es Salaam, Tanzania",,"Chamazi, Temeke, Dar es Salaam, Tanzania",,2.2,MC473DKX
"Chamazi, Temeke, Dar es Salaam, Tanzania",,"Tambani, Mkuranga, Pwani, Tanzania",PSR Mill - J,2.7,MC473DKX
"Tambani, Mkuranga, Pwani, Tanzania",PSR Mill - J,"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",Sanku : Mikochen,34.0,MC473DKX
"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",Sanku : Mikocheni,"Msongola, Ilala, Dar es Salaam, Tanzania",PSR MILL-E,36.7,MC473DKX
"Msongola, Ilala, Dar es Salaam, Tanzania",PSR MILL-E,"Msongola, Ilala, Dar es Salaam, Tanzania",PSR MILL-E,0.0,MC473DKX
"Msongola, Ilala, Dar es Salaam, Tanzania",PSR MILL-E,"Chanika, Ilala, Dar es Salaam, Tanzania",Muya Grain Miller,13.0,MC473DKX
"Chanika, Ilala, Dar es Salaam, Tanzania",Muya Grain Millers,"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",,41.7,MC473DKX
"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",,"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",Sanku : Mikochen,0.1,MC473DKX
"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",Sanku : Mikocheni,"Kunduchi, Kinondoni, Dar es Salaam, Tanzania",BM,12.6,MC473DKX
"Kunduchi, Kinondoni, Dar es Salaam, Tanzania",BM,"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",Sanku : Mikochen,12.7,MC473DKX
"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",Sanku : Mikocheni,"A7, Mbezi, Kinondoni, Dar es Salaam, Tanzania",,17.3,MC473DKX
"A7, Mbezi, Kinondoni, Dar es Salaam, Tanzania",,"Ubungo, Kinondoni, Dar es Salaam, Tanzania",,13.9,MC473DKX
"Ubungo, Kinondoni, Dar es Salaam, Tanzania",,"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",Sanku : Mikochen,3.3,MC473DKX
"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",,"Kimara, Kinondoni, Dar es Salaam, Tanzania",LAJ MILLING,17.3,MC473DKX
"Kimara, Kinondoni, Dar es Salaam, Tanzania",LAJ MILLING,"Goba, Kinondoni, Dar es Salaam, Tanzania",Mkilumbe Milling,17.8,MC473DKX
"Goba, Kinondoni, Dar es Salaam, Tanzania",Mkilumbe Milling,"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",Sanku : Mikochen,15.4,MC473DKX
"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",,"Morogoro Road, Makurumla, Kinondoni, Dar es Salaam, Tanzania",,6.5,MC473DKX
"Morogoro Road, Makurumla, Kinondoni, Dar es Salaam, Tanzania",,"Morogoro Road, Ubungo, Kinondoni, Dar es Salaam, Tanzania",,3.5,MC473DKX
"Morogoro Road, Ubungo, Kinondoni, Dar es Salaam, Tanzania",,"Ubungo, Kinondoni, Dar es Salaam, Tanzania",,0.1,MC473DKX
